headline,pubDate,tokens,lemmatized_tokens,source
"Gaza hostages: 'My father wasn’t released, but I’m happy for those families'",2023-11-25,"['Gaza', 'hostages:', ""'My"", 'father', 'wasn’t', 'released,', 'but', 'I’m', 'happy', 'for', 'those', ""families'""]","['Gaza', 'hostages:', ""'My"", 'father', 'wasn’t', 'released,', 'but', 'I’m', 'happy', 'for', 'those', ""families'""]",bbc
Four-year-old girl among released hostages,2023-11-26,"['Four-year-old', 'girl', 'among', 'released', 'hostages']","['Four-year-old', 'girl', 'among', 'released', 'hostage']",bbc
Slick videos or more 'authentic' content? The Israel-Gaza battles raging on TikTok and X,2023-11-26,"['Slick', 'videos', 'or', 'more', ""'authentic'"", 'content?', 'The', 'Israel-Gaza', 'battles', 'raging', 'on', 'TikTok', 'and', 'X']","['Slick', 'video', 'or', 'more', ""'authentic'"", 'content?', 'The', 'Israel-Gaza', 'battle', 'raging', 'on', 'TikTok', 'and', 'X']",bbc
"For some Israeli hostage families, the painful wait goes on",2023-11-26,"['For', 'some', 'Israeli', 'hostage', 'families,', 'the', 'painful', 'wait', 'goes', 'on']","['For', 'some', 'Israeli', 'hostage', 'families,', 'the', 'painful', 'wait', 'go', 'on']",bbc
West Bank: Eight Palestinians killed during Israeli raid,2023-11-26,"['West', 'Bank:', 'Eight', 'Palestinians', 'killed', 'during', 'Israeli', 'raid']","['West', 'Bank:', 'Eight', 'Palestinians', 'killed', 'during', 'Israeli', 'raid']",bbc
Emily Hand among the 13 Israeli hostages released by Hamas,2023-11-26,"['Emily', 'Hand', 'among', 'the', '13', 'Israeli', 'hostages', 'released', 'by', 'Hamas']","['Emily', 'Hand', 'among', 'the', '13', 'Israeli', 'hostage', 'released', 'by', 'Hamas']",bbc
West Bank crowds celebrate as bus carries freed Palestinian prisoners,2023-11-26,"['West', 'Bank', 'crowds', 'celebrate', 'as', 'bus', 'carries', 'freed', 'Palestinian', 'prisoners']","['West', 'Bank', 'crowd', 'celebrate', 'a', 'bus', 'carry', 'freed', 'Palestinian', 'prisoner']",bbc
More hostages released by Hamas despite agonising delay,2023-11-26,"['More', 'hostages', 'released', 'by', 'Hamas', 'despite', 'agonising', 'delay']","['More', 'hostage', 'released', 'by', 'Hamas', 'despite', 'agonising', 'delay']",bbc
How Hamas built a force to attack Israel on 7 October,2023-11-27,"['How', 'Hamas', 'built', 'a', 'force', 'to', 'attack', 'Israel', 'on', '7', 'October']","['How', 'Hamas', 'built', 'a', 'force', 'to', 'attack', 'Israel', 'on', '7', 'October']",bbc
The Papers: Gaza truce 'hopes' and Bank chief 'talks UK down',2023-11-27,"['The', 'Papers:', 'Gaza', 'truce', ""'hopes'"", 'and', 'Bank', 'chief', ""'talks"", 'UK', ""down'""]","['The', 'Papers:', 'Gaza', 'truce', ""'hopes'"", 'and', 'Bank', 'chief', ""'talks"", 'UK', ""down'""]",bbc
The Red Cross's delicate role in hostage crises,2023-11-27,"['The', 'Red', ""Cross's"", 'delicate', 'role', 'in', 'hostage', 'crises']","['The', 'Red', ""Cross's"", 'delicate', 'role', 'in', 'hostage', 'crisis']",bbc
More Palestinian teen prisoners freed amid hopes of extended hostage deal,2023-11-27,"['More', 'Palestinian', 'teen', 'prisoners', 'freed', 'amid', 'hopes', 'of', 'extended', 'hostage', 'deal']","['More', 'Palestinian', 'teen', 'prisoner', 'freed', 'amid', 'hope', 'of', 'extended', 'hostage', 'deal']",bbc
"Israel-Hamas truce in Gaza extended for two days, Qatar says",2023-11-27,"['Israel-Hamas', 'truce', 'in', 'Gaza', 'extended', 'for', 'two', 'days,', 'Qatar', 'says']","['Israel-Hamas', 'truce', 'in', 'Gaza', 'extended', 'for', 'two', 'days,', 'Qatar', 'say']",bbc
Elon Musk visits 7 October kibbutz with Israeli PM Netanyahu,2023-11-27,"['Elon', 'Musk', 'visits', '7', 'October', 'kibbutz', 'with', 'Israeli', 'PM', 'Netanyahu']","['Elon', 'Musk', 'visit', '7', 'October', 'kibbutz', 'with', 'Israeli', 'PM', 'Netanyahu']",bbc
Israel-Lebanon border: The Irish troops watching Israel’s hidden conflict,2023-11-27,"['Israel-Lebanon', 'border:', 'The', 'Irish', 'troops', 'watching', 'Israel’s', 'hidden', 'conflict']","['Israel-Lebanon', 'border:', 'The', 'Irish', 'troop', 'watching', 'Israel’s', 'hidden', 'conflict']",bbc
Street celebrations as convoy carrying hostages returns to Israel,2023-11-27,"['Street', 'celebrations', 'as', 'convoy', 'carrying', 'hostages', 'returns', 'to', 'Israel']","['Street', 'celebration', 'a', 'convoy', 'carrying', 'hostage', 'return', 'to', 'Israel']",bbc
Palestinian teenager 'dizzy with happiness' to be freed,2023-11-26,"['Palestinian', 'teenager', ""'dizzy"", 'with', ""happiness'"", 'to', 'be', 'freed']","['Palestinian', 'teenager', ""'dizzy"", 'with', ""happiness'"", 'to', 'be', 'freed']",bbc
"'Granny, I've been shot,' said Palestinian student targeted in Vermont",2023-11-28,"[""'Granny,"", ""I've"", 'been', ""shot,'"", 'said', 'Palestinian', 'student', 'targeted', 'in', 'Vermont']","[""'Granny,"", ""I've"", 'been', ""shot,'"", 'said', 'Palestinian', 'student', 'targeted', 'in', 'Vermont']",bbc
"Untreated diseases could kill more than bombings in Gaza, WHO warns",2023-11-28,"['Untreated', 'diseases', 'could', 'kill', 'more', 'than', 'bombings', 'in', 'Gaza,', 'WHO', 'warns']","['Untreated', 'disease', 'could', 'kill', 'more', 'than', 'bombing', 'in', 'Gaza,', 'WHO', 'warns']",bbc
"Boy, 14, and freelance reporter among Palestinians freed",2023-11-28,"['Boy,', '14,', 'and', 'freelance', 'reporter', 'among', 'Palestinians', 'freed']","['Boy,', '14,', 'and', 'freelance', 'reporter', 'among', 'Palestinians', 'freed']",bbc
Drone footage shows Gazans scrambling for fuel,2023-11-28,"['Drone', 'footage', 'shows', 'Gazans', 'scrambling', 'for', 'fuel']","['Drone', 'footage', 'show', 'Gazans', 'scrambling', 'for', 'fuel']",bbc
Watch: Gaza families living in tents with no winter clothing,2023-11-27,"['Watch:', 'Gaza', 'families', 'living', 'in', 'tents', 'with', 'no', 'winter', 'clothing']","['Watch:', 'Gaza', 'family', 'living', 'in', 'tent', 'with', 'no', 'winter', 'clothing']",bbc
"Freed Hamas captives tell of fear, squalor and hunger",2023-11-28,"['Freed', 'Hamas', 'captives', 'tell', 'of', 'fear,', 'squalor', 'and', 'hunger']","['Freed', 'Hamas', 'captive', 'tell', 'of', 'fear,', 'squalor', 'and', 'hunger']",bbc
Three-year-old-twins among hostages released by Hamas,2023-11-28,"['Three-year-old-twins', 'among', 'hostages', 'released', 'by', 'Hamas']","['Three-year-old-twins', 'among', 'hostage', 'released', 'by', 'Hamas']",bbc
Israeli children taken hostage by Hamas reunite with family dog after release,2023-11-28,"['Israeli', 'children', 'taken', 'hostage', 'by', 'Hamas', 'reunite', 'with', 'family', 'dog', 'after', 'release']","['Israeli', 'child', 'taken', 'hostage', 'by', 'Hamas', 'reunite', 'with', 'family', 'dog', 'after', 'release']",bbc
33 Palestinians released on fourth day of truce,2023-11-28,"['33', 'Palestinians', 'released', 'on', 'fourth', 'day', 'of', 'truce']","['33', 'Palestinians', 'released', 'on', 'fourth', 'day', 'of', 'truce']",bbc
Elon Musk visits Israel after antisemitism row,2023-11-27,"['Elon', 'Musk', 'visits', 'Israel', 'after', 'antisemitism', 'row']","['Elon', 'Musk', 'visit', 'Israel', 'after', 'antisemitism', 'row']",bbc
Two Palestinian boys killed during Israeli raid in West Bank,2023-11-29,"['Two', 'Palestinian', 'boys', 'killed', 'during', 'Israeli', 'raid', 'in', 'West', 'Bank']","['Two', 'Palestinian', 'boy', 'killed', 'during', 'Israeli', 'raid', 'in', 'West', 'Bank']",bbc
Hostages freed by Hamas tell of emotional and physical scars,2023-11-28,"['Hostages', 'freed', 'by', 'Hamas', 'tell', 'of', 'emotional', 'and', 'physical', 'scars']","['Hostages', 'freed', 'by', 'Hamas', 'tell', 'of', 'emotional', 'and', 'physical', 'scar']",bbc
Scramble for basics in Gaza: 'We've queued for gas for three days',2023-11-29,"['Scramble', 'for', 'basics', 'in', 'Gaza:', ""'We've"", 'queued', 'for', 'gas', 'for', 'three', ""days'""]","['Scramble', 'for', 'basic', 'in', 'Gaza:', ""'We've"", 'queued', 'for', 'gas', 'for', 'three', ""days'""]",bbc
Gaza hospital doctor speaks of moment missile hit,2023-11-29,"['Gaza', 'hospital', 'doctor', 'speaks', 'of', 'moment', 'missile', 'hit']","['Gaza', 'hospital', 'doctor', 'speaks', 'of', 'moment', 'missile', 'hit']",bbc
Family return to wreckage of their Gaza home,2023-11-29,"['Family', 'return', 'to', 'wreckage', 'of', 'their', 'Gaza', 'home']","['Family', 'return', 'to', 'wreckage', 'of', 'their', 'Gaza', 'home']",bbc
"Nearly 100,000 Gaza buildings may be damaged, satellite images show",2023-11-30,"['Nearly', '100,000', 'Gaza', 'buildings', 'may', 'be', 'damaged,', 'satellite', 'images', 'show']","['Nearly', '100,000', 'Gaza', 'building', 'may', 'be', 'damaged,', 'satellite', 'image', 'show']",bbc
Bedouin family desperate for news on teenagers held hostage in Gaza,2023-11-30,"['Bedouin', 'family', 'desperate', 'for', 'news', 'on', 'teenagers', 'held', 'hostage', 'in', 'Gaza']","['Bedouin', 'family', 'desperate', 'for', 'news', 'on', 'teenager', 'held', 'hostage', 'in', 'Gaza']",bbc
Liat Beinin Atzili: US citizen among 16 Hamas hostages released,2023-11-30,"['Liat', 'Beinin', 'Atzili:', 'US', 'citizen', 'among', '16', 'Hamas', 'hostages', 'released']","['Liat', 'Beinin', 'Atzili:', 'US', 'citizen', 'among', '16', 'Hamas', 'hostage', 'released']",bbc
Palestinian activist Ahed Tamimi freed by Israel,2023-11-30,"['Palestinian', 'activist', 'Ahed', 'Tamimi', 'freed', 'by', 'Israel']","['Palestinian', 'activist', 'Ahed', 'Tamimi', 'freed', 'by', 'Israel']",bbc
'I’m not ready to lose hope’: The hostages still in Gaza,2023-12-01,"[""'I’m"", 'not', 'ready', 'to', 'lose', 'hope’:', 'The', 'hostages', 'still', 'in', 'Gaza']","[""'I’m"", 'not', 'ready', 'to', 'lose', 'hope’:', 'The', 'hostage', 'still', 'in', 'Gaza']",bbc
The Papers: 'Year-long Gaza war' and the King's Greek gambit,2023-12-01,"['The', 'Papers:', ""'Year-long"", 'Gaza', ""war'"", 'and', 'the', ""King's"", 'Greek', 'gambit']","['The', 'Papers:', ""'Year-long"", 'Gaza', ""war'"", 'and', 'the', ""King's"", 'Greek', 'gambit']",bbc
How missiles and destruction quickly returned after ceasefire,2023-12-01,"['How', 'missiles', 'and', 'destruction', 'quickly', 'returned', 'after', 'ceasefire']","['How', 'missile', 'and', 'destruction', 'quickly', 'returned', 'after', 'ceasefire']",bbc
Gaza's fear and anger as ceasefire ends and fighting erupts,2023-12-01,"[""Gaza's"", 'fear', 'and', 'anger', 'as', 'ceasefire', 'ends', 'and', 'fighting', 'erupts']","[""Gaza's"", 'fear', 'and', 'anger', 'a', 'ceasefire', 'end', 'and', 'fighting', 'erupts']",bbc
Why has the Gaza ceasefire come to an end?,2023-12-01,"['Why', 'has', 'the', 'Gaza', 'ceasefire', 'come', 'to', 'an', 'end?']","['Why', 'ha', 'the', 'Gaza', 'ceasefire', 'come', 'to', 'an', 'end?']",bbc
Released Palestinians allege abuse in Israeli jails,2023-12-01,"['Released', 'Palestinians', 'allege', 'abuse', 'in', 'Israeli', 'jails']","['Released', 'Palestinians', 'allege', 'abuse', 'in', 'Israeli', 'jail']",bbc
Blinken steps up call for Israel to spare civilians in strongest remarks yet,2023-12-01,"['Blinken', 'steps', 'up', 'call', 'for', 'Israel', 'to', 'spare', 'civilians', 'in', 'strongest', 'remarks', 'yet']","['Blinken', 'step', 'up', 'call', 'for', 'Israel', 'to', 'spare', 'civilian', 'in', 'strongest', 'remark', 'yet']",bbc
Mia Schem: Wounded festival-goer in Hamas hostage video freed,2023-11-30,"['Mia', 'Schem:', 'Wounded', 'festival-goer', 'in', 'Hamas', 'hostage', 'video', 'freed']","['Mia', 'Schem:', 'Wounded', 'festival-goer', 'in', 'Hamas', 'hostage', 'video', 'freed']",bbc
Residents of Khan Younis say Israeli strikes heaviest since start of war,2023-12-02,"['Residents', 'of', 'Khan', 'Younis', 'say', 'Israeli', 'strikes', 'heaviest', 'since', 'start', 'of', 'war']","['Residents', 'of', 'Khan', 'Younis', 'say', 'Israeli', 'strike', 'heaviest', 'since', 'start', 'of', 'war']",bbc
Bowen: US sets clearer red lines for Israel as ceasefire ends,2023-12-02,"['Bowen:', 'US', 'sets', 'clearer', 'red', 'lines', 'for', 'Israel', 'as', 'ceasefire', 'ends']","['Bowen:', 'US', 'set', 'clearer', 'red', 'line', 'for', 'Israel', 'a', 'ceasefire', 'end']",bbc
UK launches surveillance flights to find Hamas hostages,2023-12-02,"['UK', 'launches', 'surveillance', 'flights', 'to', 'find', 'Hamas', 'hostages']","['UK', 'launch', 'surveillance', 'flight', 'to', 'find', 'Hamas', 'hostage']",bbc
'I’m not ready to lose hope': The hostages still in Gaza,2023-12-01,"[""'I’m"", 'not', 'ready', 'to', 'lose', ""hope':"", 'The', 'hostages', 'still', 'in', 'Gaza']","[""'I’m"", 'not', 'ready', 'to', 'lose', ""hope':"", 'The', 'hostage', 'still', 'in', 'Gaza']",bbc
Israeli forces pushing into south Gaza,2023-12-03,"['Israeli', 'forces', 'pushing', 'into', 'south', 'Gaza']","['Israeli', 'force', 'pushing', 'into', 'south', 'Gaza']",bbc
'A very desperate situation for the population of Gaza',2023-12-03,"[""'A"", 'very', 'desperate', 'situation', 'for', 'the', 'population', 'of', ""Gaza'""]","[""'A"", 'very', 'desperate', 'situation', 'for', 'the', 'population', 'of', ""Gaza'""]",bbc
Hamas planned sexual violence as weapon of war - Israeli campaigner,2023-12-04,"['Hamas', 'planned', 'sexual', 'violence', 'as', 'weapon', 'of', 'war', '-', 'Israeli', 'campaigner']","['Hamas', 'planned', 'sexual', 'violence', 'a', 'weapon', 'of', 'war', '-', 'Israeli', 'campaigner']",bbc
Rushdi Abualouf: 'It's so much harder to watch Gaza from the outside',2023-12-04,"['Rushdi', 'Abualouf:', ""'It's"", 'so', 'much', 'harder', 'to', 'watch', 'Gaza', 'from', 'the', ""outside'""]","['Rushdi', 'Abualouf:', ""'It's"", 'so', 'much', 'harder', 'to', 'watch', 'Gaza', 'from', 'the', ""outside'""]",bbc
"'Wounded child, no surviving family': The pain of Gaza’s orphans",2023-12-04,"[""'Wounded"", 'child,', 'no', 'surviving', ""family':"", 'The', 'pain', 'of', 'Gaza’s', 'orphans']","[""'Wounded"", 'child,', 'no', 'surviving', ""family':"", 'The', 'pain', 'of', 'Gaza’s', 'orphan']",bbc
"Hamas raped and mutilated women on 7 October, BBC hears",2023-12-05,"['Hamas', 'raped', 'and', 'mutilated', 'women', 'on', '7', 'October,', 'BBC', 'hears']","['Hamas', 'raped', 'and', 'mutilated', 'woman', 'on', '7', 'October,', 'BBC', 'hears']",bbc
BBC reporter in Gaza: People here are traumatised,2023-12-06,"['BBC', 'reporter', 'in', 'Gaza:', 'People', 'here', 'are', 'traumatised']","['BBC', 'reporter', 'in', 'Gaza:', 'People', 'here', 'are', 'traumatised']",bbc
'I'm helpless' - Gaza doctor tells of desperate situation,2023-12-06,"[""'I'm"", ""helpless'"", '-', 'Gaza', 'doctor', 'tells', 'of', 'desperate', 'situation']","[""'I'm"", ""helpless'"", '-', 'Gaza', 'doctor', 'tell', 'of', 'desperate', 'situation']",bbc
"Israel hostages in Gaza: We have evidence their health worsening, say families",2023-12-06,"['Israel', 'hostages', 'in', 'Gaza:', 'We', 'have', 'evidence', 'their', 'health', 'worsening,', 'say', 'families']","['Israel', 'hostage', 'in', 'Gaza:', 'We', 'have', 'evidence', 'their', 'health', 'worsening,', 'say', 'family']",bbc
Israeli settler violence brings destruction and fear to West Bank as war rages,2023-12-06,"['Israeli', 'settler', 'violence', 'brings', 'destruction', 'and', 'fear', 'to', 'West', 'Bank', 'as', 'war', 'rages']","['Israeli', 'settler', 'violence', 'brings', 'destruction', 'and', 'fear', 'to', 'West', 'Bank', 'a', 'war', 'rage']",bbc
Hamas hostages: Stories of the people taken from Israel,2023-12-06,"['Hamas', 'hostages:', 'Stories', 'of', 'the', 'people', 'taken', 'from', 'Israel']","['Hamas', 'hostages:', 'Stories', 'of', 'the', 'people', 'taken', 'from', 'Israel']",bbc
How missiles from Yemen could escalate Israel-Gaza war,2023-12-06,"['How', 'missiles', 'from', 'Yemen', 'could', 'escalate', 'Israel-Gaza', 'war']","['How', 'missile', 'from', 'Yemen', 'could', 'escalate', 'Israel-Gaza', 'war']",bbc
Issam Abdallah: Rights groups want Israel investigated over killed journalist,2023-12-07,"['Issam', 'Abdallah:', 'Rights', 'groups', 'want', 'Israel', 'investigated', 'over', 'killed', 'journalist']","['Issam', 'Abdallah:', 'Rights', 'group', 'want', 'Israel', 'investigated', 'over', 'killed', 'journalist']",bbc
Israel war cabinet minister's son killed in Gaza fighting,2023-12-07,"['Israel', 'war', 'cabinet', ""minister's"", 'son', 'killed', 'in', 'Gaza', 'fighting']","['Israel', 'war', 'cabinet', ""minister's"", 'son', 'killed', 'in', 'Gaza', 'fighting']",bbc
Gaza Strip in maps: How life has changed in two months,2023-12-07,"['Gaza', 'Strip', 'in', 'maps:', 'How', 'life', 'has', 'changed', 'in', 'two', 'months']","['Gaza', 'Strip', 'in', 'maps:', 'How', 'life', 'ha', 'changed', 'in', 'two', 'month']",bbc
Hundreds queue for food in central Gaza city,2023-12-07,"['Hundreds', 'queue', 'for', 'food', 'in', 'central', 'Gaza', 'city']","['Hundreds', 'queue', 'for', 'food', 'in', 'central', 'Gaza', 'city']",bbc
Hamas claims Israeli operation ended in hostage death,2023-12-08,"['Hamas', 'claims', 'Israeli', 'operation', 'ended', 'in', 'hostage', 'death']","['Hamas', 'claim', 'Israeli', 'operation', 'ended', 'in', 'hostage', 'death']",bbc
Palestinian recounts being stripped and driven away by Israeli army,2023-12-08,"['Palestinian', 'recounts', 'being', 'stripped', 'and', 'driven', 'away', 'by', 'Israeli', 'army']","['Palestinian', 'recount', 'being', 'stripped', 'and', 'driven', 'away', 'by', 'Israeli', 'army']",bbc
The Israeli woman still helping sick Palestinians,2023-12-08,"['The', 'Israeli', 'woman', 'still', 'helping', 'sick', 'Palestinians']","['The', 'Israeli', 'woman', 'still', 'helping', 'sick', 'Palestinians']",bbc
Gaza 'safe zone' for millions smaller than Heathrow ,2023-12-08,"['Gaza', ""'safe"", ""zone'"", 'for', 'millions', 'smaller', 'than', 'Heathrow']","['Gaza', ""'safe"", ""zone'"", 'for', 'million', 'smaller', 'than', 'Heathrow']",bbc
Images show major damage to Gaza's oldest mosque,2023-12-08,"['Images', 'show', 'major', 'damage', 'to', ""Gaza's"", 'oldest', 'mosque']","['Images', 'show', 'major', 'damage', 'to', ""Gaza's"", 'oldest', 'mosque']",bbc
Palestinians mourn writer killed in air strike,2023-12-08,"['Palestinians', 'mourn', 'writer', 'killed', 'in', 'air', 'strike']","['Palestinians', 'mourn', 'writer', 'killed', 'in', 'air', 'strike']",bbc
Video shows stripped Palestinian men detained in Gaza,2023-12-08,"['Video', 'shows', 'stripped', 'Palestinian', 'men', 'detained', 'in', 'Gaza']","['Video', 'show', 'stripped', 'Palestinian', 'men', 'detained', 'in', 'Gaza']",bbc
"Half of Gaza's population is starving, warns UN",2023-12-09,"['Half', 'of', ""Gaza's"", 'population', 'is', 'starving,', 'warns', 'UN']","['Half', 'of', ""Gaza's"", 'population', 'is', 'starving,', 'warns', 'UN']",bbc
The status quo is smashed. The future is messy and dangerous,2023-12-09,"['The', 'status', 'quo', 'is', 'smashed.', 'The', 'future', 'is', 'messy', 'and', 'dangerous']","['The', 'status', 'quo', 'is', 'smashed.', 'The', 'future', 'is', 'messy', 'and', 'dangerous']",bbc
"Al-Mawasi: Gaza humanitarian zone not humane, evacuees say",2023-12-08,"['Al-Mawasi:', 'Gaza', 'humanitarian', 'zone', 'not', 'humane,', 'evacuees', 'say']","['Al-Mawasi:', 'Gaza', 'humanitarian', 'zone', 'not', 'humane,', 'evacuee', 'say']",bbc
"Israel-Hamas war: Ceasefire in Gaza chances shrinking, Qatar says",2023-12-10,"['Israel-Hamas', 'war:', 'Ceasefire', 'in', 'Gaza', 'chances', 'shrinking,', 'Qatar', 'says']","['Israel-Hamas', 'war:', 'Ceasefire', 'in', 'Gaza', 'chance', 'shrinking,', 'Qatar', 'say']",bbc
Video shows Gaza detainees allegedly 'surrendering guns' - what we know,2023-12-10,"['Video', 'shows', 'Gaza', 'detainees', 'allegedly', ""'surrendering"", ""guns'"", '-', 'what', 'we', 'know']","['Video', 'show', 'Gaza', 'detainee', 'allegedly', ""'surrendering"", ""guns'"", '-', 'what', 'we', 'know']",bbc
Zara advert accused of resembling Gaza images,2023-12-11,"['Zara', 'advert', 'accused', 'of', 'resembling', 'Gaza', 'images']","['Zara', 'advert', 'accused', 'of', 'resembling', 'Gaza', 'image']",bbc
"Gaza surgeon: 'It broke me, not being able to save so many innocent lives'",2023-12-11,"['Gaza', 'surgeon:', ""'It"", 'broke', 'me,', 'not', 'being', 'able', 'to', 'save', 'so', 'many', 'innocent', ""lives'""]","['Gaza', 'surgeon:', ""'It"", 'broke', 'me,', 'not', 'being', 'able', 'to', 'save', 'so', 'many', 'innocent', ""lives'""]",bbc
Takeaway boss loses five relatives in Gaza,2023-12-11,"['Takeaway', 'boss', 'loses', 'five', 'relatives', 'in', 'Gaza']","['Takeaway', 'bos', 'loses', 'five', 'relative', 'in', 'Gaza']",bbc
Manchester scientist escapes Gaza after threat of attack,2023-12-10,"['Manchester', 'scientist', 'escapes', 'Gaza', 'after', 'threat', 'of', 'attack']","['Manchester', 'scientist', 'escape', 'Gaza', 'after', 'threat', 'of', 'attack']",bbc
Israeli and Palestinian women 'on same side' says peace campaigner,2023-12-11,"['Israeli', 'and', 'Palestinian', 'women', ""'on"", 'same', ""side'"", 'says', 'peace', 'campaigner']","['Israeli', 'and', 'Palestinian', 'woman', ""'on"", 'same', ""side'"", 'say', 'peace', 'campaigner']",bbc
Israel determined to finish Gaza operation despite civilian suffering,2023-12-12,"['Israel', 'determined', 'to', 'finish', 'Gaza', 'operation', 'despite', 'civilian', 'suffering']","['Israel', 'determined', 'to', 'finish', 'Gaza', 'operation', 'despite', 'civilian', 'suffering']",bbc
Zara says it regrets Gaza images misunderstanding,2023-12-12,"['Zara', 'says', 'it', 'regrets', 'Gaza', 'images', 'misunderstanding']","['Zara', 'say', 'it', 'regret', 'Gaza', 'image', 'misunderstanding']",bbc
Eyal Waldman: Israeli tech billionaire hopes for peace despite daughter's killing,2023-12-12,"['Eyal', 'Waldman:', 'Israeli', 'tech', 'billionaire', 'hopes', 'for', 'peace', 'despite', ""daughter's"", 'killing']","['Eyal', 'Waldman:', 'Israeli', 'tech', 'billionaire', 'hope', 'for', 'peace', 'despite', ""daughter's"", 'killing']",bbc
'Where is mum? Where is grandma? Where did they go?',2023-12-12,"[""'Where"", 'is', 'mum?', 'Where', 'is', 'grandma?', 'Where', 'did', 'they', ""go?'""]","[""'Where"", 'is', 'mum?', 'Where', 'is', 'grandma?', 'Where', 'did', 'they', ""go?'""]",bbc
Support for Hamas grows among Palestinians in West Bank,2023-12-13,"['Support', 'for', 'Hamas', 'grows', 'among', 'Palestinians', 'in', 'West', 'Bank']","['Support', 'for', 'Hamas', 'grows', 'among', 'Palestinians', 'in', 'West', 'Bank']",bbc
"Israel losing global support over Gaza bombing, Biden says",2023-12-12,"['Israel', 'losing', 'global', 'support', 'over', 'Gaza', 'bombing,', 'Biden', 'says']","['Israel', 'losing', 'global', 'support', 'over', 'Gaza', 'bombing,', 'Biden', 'say']",bbc
What is the price of peace?,2023-12-14,"['What', 'is', 'the', 'price', 'of', 'peace?']","['What', 'is', 'the', 'price', 'of', 'peace?']",bbc
Germany arrests over alleged Hamas anti-Jewish plot,2023-12-14,"['Germany', 'arrests', 'over', 'alleged', 'Hamas', 'anti-Jewish', 'plot']","['Germany', 'arrest', 'over', 'alleged', 'Hamas', 'anti-Jewish', 'plot']",bbc
Israel hostages: IDF says it mistakenly killed three men held in Gaza,2023-12-15,"['Israel', 'hostages:', 'IDF', 'says', 'it', 'mistakenly', 'killed', 'three', 'men', 'held', 'in', 'Gaza']","['Israel', 'hostages:', 'IDF', 'say', 'it', 'mistakenly', 'killed', 'three', 'men', 'held', 'in', 'Gaza']",bbc
UN aid worker describes nightmare journey to al-Ahli Hospital,2023-12-15,"['UN', 'aid', 'worker', 'describes', 'nightmare', 'journey', 'to', 'al-Ahli', 'Hospital']","['UN', 'aid', 'worker', 'describes', 'nightmare', 'journey', 'to', 'al-Ahli', 'Hospital']",bbc
How Israel jails hundreds of Palestinians without charge,2023-12-15,"['How', 'Israel', 'jails', 'hundreds', 'of', 'Palestinians', 'without', 'charge']","['How', 'Israel', 'jail', 'hundred', 'of', 'Palestinians', 'without', 'charge']",bbc
"Hostages were carrying white cloth when shot, IDF says",2023-12-16,"['Hostages', 'were', 'carrying', 'white', 'cloth', 'when', 'shot,', 'IDF', 'says']","['Hostages', 'were', 'carrying', 'white', 'cloth', 'when', 'shot,', 'IDF', 'say']",bbc
UK MP Layla Moran's family among hundreds trapped in Gaza church,2023-12-16,"['UK', 'MP', 'Layla', ""Moran's"", 'family', 'among', 'hundreds', 'trapped', 'in', 'Gaza', 'church']","['UK', 'MP', 'Layla', ""Moran's"", 'family', 'among', 'hundred', 'trapped', 'in', 'Gaza', 'church']",bbc
Lucy Williamson: Hamas support soars in West Bank - but full uprising can still be avoided,2023-12-16,"['Lucy', 'Williamson:', 'Hamas', 'support', 'soars', 'in', 'West', 'Bank', '-', 'but', 'full', 'uprising', 'can', 'still', 'be', 'avoided']","['Lucy', 'Williamson:', 'Hamas', 'support', 'soar', 'in', 'West', 'Bank', '-', 'but', 'full', 'uprising', 'can', 'still', 'be', 'avoided']",bbc
Samer Abudaqa: Al Jazeera cameraman killed in Gaza drone strike,2023-12-16,"['Samer', 'Abudaqa:', 'Al', 'Jazeera', 'cameraman', 'killed', 'in', 'Gaza', 'drone', 'strike']","['Samer', 'Abudaqa:', 'Al', 'Jazeera', 'cameraman', 'killed', 'in', 'Gaza', 'drone', 'strike']",bbc
Hostages shot by IDF put out 'SOS' sign written with leftover food,2023-12-17,"['Hostages', 'shot', 'by', 'IDF', 'put', 'out', ""'SOS'"", 'sign', 'written', 'with', 'leftover', 'food']","['Hostages', 'shot', 'by', 'IDF', 'put', 'out', ""'SOS'"", 'sign', 'written', 'with', 'leftover', 'food']",bbc
Chaotic scenes as people run after lorries carrying aid in Gaza,2023-12-17,"['Chaotic', 'scenes', 'as', 'people', 'run', 'after', 'lorries', 'carrying', 'aid', 'in', 'Gaza']","['Chaotic', 'scene', 'a', 'people', 'run', 'after', 'lorry', 'carrying', 'aid', 'in', 'Gaza']",bbc
The perils of hostage rescue,2023-12-17,"['The', 'perils', 'of', 'hostage', 'rescue']","['The', 'peril', 'of', 'hostage', 'rescue']",bbc
Lord Cameron supports 'sustainable ceasefire' and warns over deaths,2023-12-17,"['Lord', 'Cameron', 'supports', ""'sustainable"", ""ceasefire'"", 'and', 'warns', 'over', 'deaths']","['Lord', 'Cameron', 'support', ""'sustainable"", ""ceasefire'"", 'and', 'warns', 'over', 'death']",bbc
Gaza: UK MP says family trapped in church area amid sniper fire,2023-12-17,"['Gaza:', 'UK', 'MP', 'says', 'family', 'trapped', 'in', 'church', 'area', 'amid', 'sniper', 'fire']","['Gaza:', 'UK', 'MP', 'say', 'family', 'trapped', 'in', 'church', 'area', 'amid', 'sniper', 'fire']",bbc
